name,email,website,profile_url,update_url
Go Gorilla Trekking Limited,office@gogorillatrekking.com,https://gogorillatrekking.com,https://lodgesofuganda.com/tour-operators/go-gorilla-trekking-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=go-gorilla-trekking-limited
1000 Shades of Green Tours and Safari Company Limited,info@gogreensafari.com,https://gogreensafari.com,https://lodgesofuganda.com/tour-operators/1000-shades-of-green-tours-and-safari-company-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=1000-shades-of-green-tours-and-safari-company-limited
Gonja Safaris,info@gonjasafaris.com,https://gonjasafaris.com,https://lodgesofuganda.com/tour-operators/gonja-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=gonja-safaris
F N gorilla Safaris Africa Limited,info@gorilla-tours-uganda.com,https://gorilla-tours-uganda.com,https://lodgesofuganda.com/tour-operators/f-n-gorilla-safaris-africa-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=f-n-gorilla-safaris-africa-limited
Encounter Africa Safaris,info@gorilla-tracking-uganda.com,https://gorilla-tracking-uganda.com,https://lodgesofuganda.com/tour-operators/encounter-africa-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=encounter-africa-safaris
Gorilla and Adventure Safaris,tours@gorillaandadventuresafaris.com,https://gorillaandadventuresafaris.com,https://lodgesofuganda.com/tour-operators/gorilla-and-adventure-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-and-adventure-safaris
Gorilla Explorers,gorillaexplorers@gmail.com,,https://lodgesofuganda.com/tour-operators/gorilla-explorers,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-explorers
Gorilla Junction,info@gorillajunction.com,https://gorillajunction.com,https://lodgesofuganda.com/tour-operators/gorilla-junction,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-junction
Gorilla League Safaris,gorillaleague2025@gmail.com,,https://lodgesofuganda.com/tour-operators/gorilla-league-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-league-safaris
Gorilla Link Tours,info@gorillalinktoursafrica.com,https://gorillalinktoursafrica.com,https://lodgesofuganda.com/tour-operators/gorilla-link-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-link-tours
Gorilla Mist Safaris,info@gorillamistsafaris.com,https://gorillamistsafaris.com,https://lodgesofuganda.com/tour-operators/gorilla-mist-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-mist-safaris
Gorilla Page Safaris,info@gorillapagesafaris.com,https://gorillapagesafaris.com,https://lodgesofuganda.com/tour-operators/gorilla-page-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-page-safaris
Gorilla Consultants,enquiries@gorillasafariconsultants.com,https://gorillasafariconsultants.com,https://lodgesofuganda.com/tour-operators/gorilla-consultants,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-consultants
Gorilla Safari Experts,info@gorillasafariexperts.com,https://gorillasafariexperts.com,https://lodgesofuganda.com/tour-operators/gorilla-safari-experts,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-safari-experts
Gorilla Safaris Uganda,info@gorillasafaris-uganda.com,https://gorillasafaris-uganda.com,https://lodgesofuganda.com/tour-operators/gorilla-safaris-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-safaris-uganda
Destinations African Gorilla Limited,info@gorillasdestinationafrica.com,https://gorillasdestinationafrica.com,https://lodgesofuganda.com/tour-operators/destinations-african-gorilla-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=destinations-african-gorilla-limited
Gorilla Tour Booking Safaris,info@gorillatourbooking.com,https://gorillatourbooking.com,https://lodgesofuganda.com/tour-operators/gorilla-tour-booking-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-tour-booking-safaris
Gorilla Tours,postmaster@gorillatours.com,https://gorillatours.com,https://lodgesofuganda.com/tour-operators/gorilla-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-tours
Gorilla Trek Africa,info@gorillatrekafrica.com,https://gorillatrekafrica.com,https://lodgesofuganda.com/tour-operators/gorilla-trek-africa,https://lodgesofuganda.com/for-lodges/tour-operator?select=gorilla-trek-africa
Rwizi Africa Expeditions,anankunda@gmail.com,,https://lodgesofuganda.com/tour-operators/rwizi-africa-expeditions,https://lodgesofuganda.com/for-lodges/tour-operator?select=rwizi-africa-expeditions
Adventure in the Wild Safaris,info@gorillaugandasafaris.com,https://gorillaugandasafaris.com,https://lodgesofuganda.com/tour-operators/adventure-in-the-wild-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=adventure-in-the-wild-safaris
Embrace Africa Gorilla Vacation,gorillavacations@gmail.com,,https://lodgesofuganda.com/tour-operators/embrace-africa-gorilla-vacation,https://lodgesofuganda.com/for-lodges/tour-operator?select=embrace-africa-gorilla-vacation
Gowild Forever Journeys LTD,gowildforeverjourneys@gmail.com,,https://lodgesofuganda.com/tour-operators/gowild-forever-journeys-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=gowild-forever-journeys-ltd
Gracelands African Vacations,info@gracelandsvacations.com,https://gracelandsvacations.com,https://lodgesofuganda.com/tour-operators/gracelands-african-vacations,https://lodgesofuganda.com/for-lodges/tour-operator?select=gracelands-african-vacations
Great Adventures Uganda,info@greatadventuresafaris.com,https://greatadventuresafaris.com,https://lodgesofuganda.com/tour-operators/great-adventures-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=great-adventures-uganda
Green World Safaris,info@greenworldsafaris.com,https://greenworldsafaris.com,https://lodgesofuganda.com/tour-operators/green-world-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=green-world-safaris
GTD Afrika Tours Limited,gtdafrika@gmail.com,,https://lodgesofuganda.com/tour-operators/gtd-afrika-tours-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=gtd-afrika-tours-limited
Gyaviira pilgrimage tours and travel LTD,robertssembajjwe47@gmail.com,,https://lodgesofuganda.com/tour-operators/gyaviira-pilgrimage-tours-and-travel-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=gyaviira-pilgrimage-tours-and-travel-ltd
Hail Tours (U) Ltd,hailtoursuganda@gmail.com,,https://lodgesofuganda.com/tour-operators/hail-tours-u-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=hail-tours-u-ltd
Hamsses Tours and Travel,hamssestours@gmail.com,,https://lodgesofuganda.com/tour-operators/hamsses-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=hamsses-tours-and-travel
Harambee Gorilla Safaris,harambeegorillasafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/harambee-gorilla-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=harambee-gorilla-safaris
Haram Travels,haramtravelcoltd@gmail.com,,https://lodgesofuganda.com/tour-operators/haram-travels,https://lodgesofuganda.com/for-lodges/tour-operator?select=haram-travels
Hare Rangers Adventure,harerangesadventure@gmail.com,,https://lodgesofuganda.com/tour-operators/hare-rangers-adventure,https://lodgesofuganda.com/for-lodges/tour-operator?select=hare-rangers-adventure
Hartebeest Tours & Travels,info@hartebeesttoursandtravels.com,https://hartebeesttoursandtravels.com,https://lodgesofuganda.com/tour-operators/hartebeest-tours-travels,https://lodgesofuganda.com/for-lodges/tour-operator?select=hartebeest-tours-travels
Heart of Africa Adventures,heartofafricaadventures5@gmail.com,,https://lodgesofuganda.com/tour-operators/heart-of-africa-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=heart-of-africa-adventures
Heritage Explorers Uganda Limited,ahmeds@heritagexplorers.com,https://heritagexplorers.com,https://lodgesofuganda.com/tour-operators/heritage-explorers-uganda-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=heritage-explorers-uganda-limited
Hige Safaris,services@higesafaris.com,https://higesafaris.com,https://lodgesofuganda.com/tour-operators/hige-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=hige-safaris
Hike Nature Safaris,travel@hikenaturesafaris.com,https://hikenaturesafaris.com,https://lodgesofuganda.com/tour-operators/hike-nature-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=hike-nature-safaris
Hoopoe African Expeditions,info@hoopoeafricanexpeditions.com,https://hoopoeafricanexpeditions.com,https://lodgesofuganda.com/tour-operators/hoopoe-african-expeditions,https://lodgesofuganda.com/for-lodges/tour-operator?select=hoopoe-african-expeditions
Hospitable Africa Tours,info@hospitableafricatourstravel.com,https://hospitableafricatourstravel.com,https://lodgesofuganda.com/tour-operators/hospitable-africa-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=hospitable-africa-tours
Hotana Safaris Ltd,hello@hotanasafaris.com,https://hotanasafaris.com,https://lodgesofuganda.com/tour-operators/hotana-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=hotana-safaris-ltd
Hugu Hugu Adventures,contact@huguhuguadventures.com,https://huguhuguadventures.com,https://lodgesofuganda.com/tour-operators/hugu-hugu-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=hugu-hugu-adventures
Huko Safaris LTD,eriqmuwanika@gmail.com,,https://lodgesofuganda.com/tour-operators/huko-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=huko-safaris-ltd
Hygiene Tours and Travel,info@hygieneconsultants.net,https://hygieneconsultants.net,https://lodgesofuganda.com/tour-operators/hygiene-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=hygiene-tours-and-travel
Ibanga Expeditions,ibangaexpeditions@gmail.com,,https://lodgesofuganda.com/tour-operators/ibanga-expeditions,https://lodgesofuganda.com/for-lodges/tour-operator?select=ibanga-expeditions
Ichumu Safaris Africa,info@ichumusafarisafricaltd.com,https://ichumusafarisafricaltd.com,https://lodgesofuganda.com/tour-operators/ichumu-safaris-africa,https://lodgesofuganda.com/for-lodges/tour-operator?select=ichumu-safaris-africa
Ikiya Primate Safaris,info@ikiyaprimatesafaris.com,https://ikiyaprimatesafaris.com,https://lodgesofuganda.com/tour-operators/ikiya-primate-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=ikiya-primate-safaris
Impala Safaris (U) Limited,impalacarhireservices@yahoo.com,,https://lodgesofuganda.com/tour-operators/impala-safaris-u-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=impala-safaris-u-limited
Inkende Voyages,info@inkendevoyages.com,https://inkendevoyages.com,https://lodgesofuganda.com/tour-operators/inkende-voyages,https://lodgesofuganda.com/for-lodges/tour-operator?select=inkende-voyages
Irembo safaris,toursstephen@gmail.com,,https://lodgesofuganda.com/tour-operators/irembo-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=irembo-safaris
Irembo Holidays,iremboholidays@gmail.com,,https://lodgesofuganda.com/tour-operators/irembo-holidays,https://lodgesofuganda.com/for-lodges/tour-operator?select=irembo-holidays
Isitoshe Tours and Travel,isitoshetoursuganda@gmail.com,,https://lodgesofuganda.com/tour-operators/isitoshe-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=isitoshe-tours-and-travel
Ittiba Travels,ittibatravels25@gmail.com,,https://lodgesofuganda.com/tour-operators/ittiba-travels,https://lodgesofuganda.com/for-lodges/tour-operator?select=ittiba-travels
Jackal Adventures LTD,info@jackalwildadventures.com,https://jackalwildadventures.com,https://lodgesofuganda.com/tour-operators/jackal-adventures-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=jackal-adventures-ltd
Jerodi Africa Safari,info@jerodiafricasafari.com,https://jerodiafricasafari.com,https://lodgesofuganda.com/tour-operators/jerodi-africa-safari,https://lodgesofuganda.com/for-lodges/tour-operator?select=jerodi-africa-safari
Jewel Safaris Limited,info@jewelsafaris.com,https://jewelsafaris.com,https://lodgesofuganda.com/tour-operators/jewel-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=jewel-safaris-limited
Jimnat Gorilla Tours,info@jimnatgorillatours.com,https://jimnatgorillatours.com,https://lodgesofuganda.com/tour-operators/jimnat-gorilla-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=jimnat-gorilla-tours
Jm Jungle Safaris,jmjunglesafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/jm-jungle-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=jm-jungle-safaris
Johnnie Uganda Safaris,info@johnnieugandasafaris.com,https://johnnieugandasafaris.com,https://lodgesofuganda.com/tour-operators/johnnie-uganda-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=johnnie-uganda-safaris
Jomert Gorilla Safaris Ltd,jomertgorillasafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/jomert-gorilla-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=jomert-gorilla-safaris-ltd
Jonah Safaris,jonahsafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/jonah-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=jonah-safaris
Journey Makers Africa,journeymakersafrica@gmail.com,,https://lodgesofuganda.com/tour-operators/journey-makers-africa,https://lodgesofuganda.com/for-lodges/tour-operator?select=journey-makers-africa
Journeys Uganda,info@journeysuganda.com,https://journeysuganda.com,https://lodgesofuganda.com/tour-operators/journeys-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=journeys-uganda
Jungle Junction,info@junglejunctionltd.com,https://junglejunctionltd.com,https://lodgesofuganda.com/tour-operators/jungle-junction,https://lodgesofuganda.com/for-lodges/tour-operator?select=jungle-junction
African Jungle Adventures.,info@junglesafarisuganda.com,https://junglesafarisuganda.com,https://lodgesofuganda.com/tour-operators/african-jungle-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=african-jungle-adventures
Justice Tourism Foundation,info@justicetourism.co.ug,https://justicetourism.co.ug,https://lodgesofuganda.com/tour-operators/justice-tourism-foundation,https://lodgesofuganda.com/for-lodges/tour-operator?select=justice-tourism-foundation
Kabarole Tours & Safari Limited,info@kabarole-tours.com,https://kabarole-tours.com,https://lodgesofuganda.com/tour-operators/kabarole-tours-safari-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kabarole-tours-safari-limited
Kagacyclingsafaris,kagacyclingsafarisltd@gmail.com,,https://lodgesofuganda.com/tour-operators/kagacyclingsafaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=kagacyclingsafaris
Kagera Safaris,info@kagerasafaris.com,https://kagerasafaris.com,https://lodgesofuganda.com/tour-operators/kagera-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=kagera-safaris
Kajagyi Falls Gorilla,ug.kajagyigorillatours@gmail.com,,https://lodgesofuganda.com/tour-operators/kajagyi-falls-gorilla,https://lodgesofuganda.com/for-lodges/tour-operator?select=kajagyi-falls-gorilla
Kajie Safaris Limited,info@kajiesafaris.com,https://kajiesafaris.com,https://lodgesofuganda.com/tour-operators/kajie-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kajie-safaris-limited
Kaju Global Tours,info@kajuglobal.com,https://kajuglobal.com,https://lodgesofuganda.com/tour-operators/kaju-global-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=kaju-global-tours
Kampala Walking Tours,info@kampalawalkingtours.com,https://kampalawalkingtours.com,https://lodgesofuganda.com/tour-operators/kampala-walking-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=kampala-walking-tours
Katella Uganda Safaris LTD,info@katellaugandasafaris.com,https://katellaugandasafaris.com,https://lodgesofuganda.com/tour-operators/katella-uganda-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=katella-uganda-safaris-ltd
Katona Tours and Travel,info@katonatours.com,https://katonatours.com,https://lodgesofuganda.com/tour-operators/katona-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=katona-tours-and-travel
Katsam Adventures,info@katsam-adventures.com,https://katsam-adventures.com,https://lodgesofuganda.com/tour-operators/katsam-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=katsam-adventures
Kawira Safaris Ltd,holidays@kawirasafaris.net,https://kawirasafaris.net,https://lodgesofuganda.com/tour-operators/kawira-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=kawira-safaris-ltd
Kazinga Tours Limited,mail@kazingatours.com,https://kazingatours.com,https://lodgesofuganda.com/tour-operators/kazinga-tours-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kazinga-tours-limited
Kazinga channel ventures,kcsafari@yahoo.com,,https://lodgesofuganda.com/tour-operators/kazinga-channel-ventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=kazinga-channel-ventures
Kanzira Discovery,ugankanziradiscovery@gmail.com,,https://lodgesofuganda.com/tour-operators/kanzira-discovery,https://lodgesofuganda.com/for-lodges/tour-operator?select=kanzira-discovery
Kenlink Tours and Travel Limited,info@kenlinktoursandtravel.com,https://kenlinktoursandtravel.com,https://lodgesofuganda.com/tour-operators/kenlink-tours-and-travel-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kenlink-tours-and-travel-limited
K&G Tours and Travel,kgestablishments@gmail.com,,https://lodgesofuganda.com/tour-operators/k-g-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=k-g-tours-and-travel
Kibo Slopes Uganda Limited,kampala@kiboslopes.com,https://kiboslopes.com,https://lodgesofuganda.com/tour-operators/kibo-slopes-uganda-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kibo-slopes-uganda-limited
Kigere Tours,companysafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/kigere-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=kigere-tours
Kigezi Biota Tours,kigezibiotatours@gmail.com,,https://lodgesofuganda.com/tour-operators/kigezi-biota-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=kigezi-biota-tours
Kikooko Africa Safaris,warren@kikooko.travel,https://kikooko.travel,https://lodgesofuganda.com/tour-operators/kikooko-africa-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=kikooko-africa-safaris
Kingdom Adventures LTD,kingdomadventures2024@gmail.com,,https://lodgesofuganda.com/tour-operators/kingdom-adventures-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=kingdom-adventures-ltd
Kisoro Tours Uganda Limited,info@kisorotoursuganda.com,https://kisorotoursuganda.com,https://lodgesofuganda.com/tour-operators/kisoro-tours-uganda-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kisoro-tours-uganda-limited
Kitara Wildlife Adventure Safaris,info@kitarawildlifeadventures.com,https://kitarawildlifeadventures.com,https://lodgesofuganda.com/tour-operators/kitara-wildlife-adventure-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=kitara-wildlife-adventure-safaris
Kripton Safaris Uganda Limited,info@kriptonsafaris.co,https://kriptonsafaris.co,https://lodgesofuganda.com/tour-operators/kripton-safaris-uganda-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kripton-safaris-uganda-limited
Kurikayo Africa Adventures,kurikayoafricaadventures@gmail.com,,https://lodgesofuganda.com/tour-operators/kurikayo-africa-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=kurikayo-africa-adventures
Kuwepo Trips,kuwepotrip@hotmail.com,,https://lodgesofuganda.com/tour-operators/kuwepo-trips,https://lodgesofuganda.com/for-lodges/tour-operator?select=kuwepo-trips
Kyamba Safaris Limited,info@kyambasafaris.com,https://kyambasafaris.com,https://lodgesofuganda.com/tour-operators/kyamba-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=kyamba-safaris-limited
Kyomole Adventures,info@kyomoleadventures.com,https://kyomoleadventures.com,https://lodgesofuganda.com/tour-operators/kyomole-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=kyomole-adventures
Laba Africa Expedition,info@labaafrica.com,https://labaafrica.com,https://lodgesofuganda.com/tour-operators/laba-africa-expedition,https://lodgesofuganda.com/for-lodges/tour-operator?select=laba-africa-expedition
La Real Travels Company Limited,info@lareal.co.ug,https://lareal.co.ug,https://lodgesofuganda.com/tour-operators/la-real-travels-company-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=la-real-travels-company-limited
Lasendle Afrika,info@lasendleafrika.com,https://lasendleafrika.com,https://lodgesofuganda.com/tour-operators/lasendle-afrika,https://lodgesofuganda.com/for-lodges/tour-operator?select=lasendle-afrika
Sanyog Gupta Voyages,info@lastaevents.com,https://lastaevents.com,https://lodgesofuganda.com/tour-operators/sanyog-gupta-voyages,https://lodgesofuganda.com/for-lodges/tour-operator?select=sanyog-gupta-voyages
Lifetime Experience Safaris,info@lifetimesafari.com,https://lifetimesafari.com,https://lodgesofuganda.com/tour-operators/lifetime-experience-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=lifetime-experience-safaris
Livingstone Safaris,info@livingstonesafaris.org,https://livingstonesafaris.org,https://lodgesofuganda.com/tour-operators/livingstone-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=livingstone-safaris
LocalMotion Safaris LTD,info@localmotionsafaris.com,https://localmotionsafaris.com,https://lodgesofuganda.com/tour-operators/localmotion-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=localmotion-safaris-ltd
Lulu Safaris,info@lulusafarisuganda.com,https://lulusafarisuganda.com,https://lodgesofuganda.com/tour-operators/lulu-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=lulu-safaris
Luova Experiences,bookings@luovaexperiences.com,https://luovaexperiences.com,https://lodgesofuganda.com/tour-operators/luova-experiences,https://lodgesofuganda.com/for-lodges/tour-operator?select=luova-experiences
Magical Gorilla Adventures,info@magicalgorillaadventures.com,https://magicalgorillaadventures.com,https://lodgesofuganda.com/tour-operators/magical-gorilla-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=magical-gorilla-adventures
Mahanda Africa Safaris.,info@mahandasafaris.com,https://mahandasafaris.com,https://lodgesofuganda.com/tour-operators/mahanda-africa-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=mahanda-africa-safaris
Makali Safaris Limited,info@makalisafaris.com,https://makalisafaris.com,https://lodgesofuganda.com/tour-operators/makali-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=makali-safaris-limited
Malachite Tour and Travel,malachitetravel@gmail.com,,https://lodgesofuganda.com/tour-operators/malachite-tour-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=malachite-tour-and-travel
Mamaland Safaris,info@mamalandsafaris.com,https://mamalandsafaris.com,https://lodgesofuganda.com/tour-operators/mamaland-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=mamaland-safaris
Mambo gorilla safaris Uganda,info@mambogorillasafarisuganda.com,https://mambogorillasafarisuganda.com,https://lodgesofuganda.com/tour-operators/mambo-gorilla-safaris-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=mambo-gorilla-safaris-uganda
Mandela Safari Holidays,info@mandelasafariholidays.com,https://mandelasafariholidays.com,https://lodgesofuganda.com/tour-operators/mandela-safari-holidays,https://lodgesofuganda.com/for-lodges/tour-operator?select=mandela-safari-holidays
Manya Africa Tours,info@manyaafricatours.com,https://manyaafricatours.com,https://lodgesofuganda.com/tour-operators/manya-africa-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=manya-africa-tours
Premier Safaris Limited,marasa@marasa.net,https://marasa.net,https://lodgesofuganda.com/tour-operators/premier-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=premier-safaris-limited
Marvel Gorilla Adventure,kikabiherbert7@gmail.com,,https://lodgesofuganda.com/tour-operators/marvel-gorilla-adventure,https://lodgesofuganda.com/for-lodges/tour-operator?select=marvel-gorilla-adventure
Masavu-masavu Tours and Travel,masavumasavutoursandtravel@gmail.com,,https://lodgesofuganda.com/tour-operators/masavu-masavu-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=masavu-masavu-tours-and-travel
Matunda Tours,info@matundatours.com,https://matundatours.com,https://lodgesofuganda.com/tour-operators/matunda-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=matunda-tours
Mega Wild Safaris Limited,megawildsafaris@gmail.com,,https://lodgesofuganda.com/tour-operators/mega-wild-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=mega-wild-safaris-limited
Miombo Safaris,social@miombosafaris.com,https://miombosafaris.com,https://lodgesofuganda.com/tour-operators/miombo-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=miombo-safaris
Mirama Hills Safari's,info@miramahillssafaris.com,https://miramahillssafaris.com,https://lodgesofuganda.com/tour-operators/mirama-hills-safari-s,https://lodgesofuganda.com/for-lodges/tour-operator?select=mirama-hills-safari-s
Mizube Tours and Travel,Info@mizubetours.com,https://mizubetours.com,https://lodgesofuganda.com/tour-operators/mizube-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=mizube-tours-and-travel
Mj Safaris Uganda,info@mjsafarisuganda.com,https://mjsafarisuganda.com,https://lodgesofuganda.com/tour-operators/mj-safaris-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=mj-safaris-uganda
Monkey O'clock,info@monkey-oclock.com,https://monkey-oclock.com,https://lodgesofuganda.com/tour-operators/monkey-o-clock,https://lodgesofuganda.com/for-lodges/tour-operator?select=monkey-o-clock
Moroka Expeditions Limited,info@morokaexpeditions.com,https://morokaexpeditions.com,https://lodgesofuganda.com/tour-operators/moroka-expeditions-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=moroka-expeditions-limited
Mugenyi Eco Tours,info@mugenyi-eco-tours.com,https://mugenyi-eco-tours.com,https://lodgesofuganda.com/tour-operators/mugenyi-eco-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=mugenyi-eco-tours
Mukisa Safaris Uganda,info@mukisasafarisuganda.com,https://mukisasafarisuganda.com,https://lodgesofuganda.com/tour-operators/mukisa-safaris-uganda,https://lodgesofuganda.com/for-lodges/tour-operator?select=mukisa-safaris-uganda
Mumwe African Skimmer Safaris Limited,mumwesafarisuganda@gmail.com,,https://lodgesofuganda.com/tour-operators/mumwe-african-skimmer-safaris-limited,https://lodgesofuganda.com/for-lodges/tour-operator?select=mumwe-african-skimmer-safaris-limited
Munda Africa Adventures LTD,info@mundaafrica.com,https://mundaafrica.com,https://lodgesofuganda.com/tour-operators/munda-africa-adventures-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=munda-africa-adventures-ltd
Muno Gorilla Safaris LTD,info@munogorillatours.com,https://munogorillatours.com,https://lodgesofuganda.com/tour-operators/muno-gorilla-safaris-ltd,https://lodgesofuganda.com/for-lodges/tour-operator?select=muno-gorilla-safaris-ltd
Musana Tours & Travel,info@musanatoursandtravel.com,https://musanatoursandtravel.com,https://lodgesofuganda.com/tour-operators/musana-tours-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=musana-tours-travel
Mwitu Tours and Travel,info@mwittutours.org,https://mwittutours.org,https://lodgesofuganda.com/tour-operators/mwitu-tours-and-travel,https://lodgesofuganda.com/for-lodges/tour-operator?select=mwitu-tours-and-travel
Myler Africa Safaris,bookings@mylerafricasafaris.com,https://mylerafricasafaris.com,https://lodgesofuganda.com/tour-operators/myler-africa-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=myler-africa-safaris
Mystic Adventures,info@mysticadventuresug.com,https://mysticadventuresug.com,https://lodgesofuganda.com/tour-operators/mystic-adventures,https://lodgesofuganda.com/for-lodges/tour-operator?select=mystic-adventures
My Trip 2 Africa Tours,info@mytrip2africatours.com,https://mytrip2africatours.com,https://lodgesofuganda.com/tour-operators/my-trip-2-africa-tours,https://lodgesofuganda.com/for-lodges/tour-operator?select=my-trip-2-africa-tours
Nahan's Safaris,info@nahansafarisug.com,https://nahansafarisug.com,https://lodgesofuganda.com/tour-operators/nahan-s-safaris,https://lodgesofuganda.com/for-lodges/tour-operator?select=nahan-s-safaris
